wafer_entity_start_date,ENT,Layer,Revison,Coater,zone,chart_value,
28/11/2021 17:20,TB206,6300,Rev A,4,-4,1385.72,
28/11/2021 18:17,TB207,6300,Rev C,4,3,5.893333333,
28/11/2021 18:17,TB208,6300,Rev C,4,1,1403.453333,
28/11/2021 18:18,TB209,6300,Rev A,4,1,4.866666667,
28/11/2021 18:18,TB210,6300,Rev A,4,2,1408.106667,
28/11/2021 19:24,TB211,6300,Rev C,4,3,6.033333333,
28/11/2021 19:24,TB212,6300,Rev C,4,-1,1399.78,
28/11/2021 19:25,TB213,6300,Rev A,4,4,6.86,
28/11/2021 19:25,TB214,6300,Rev A,4,2,1407.726667,
28/11/2021 22:02,TB215,6300,Rev A,4,1,4.993333333,
28/11/2021 22:02,TB216,6300,Rev A,4,2,1407.966667,
28/11/2021 22:03,TB217,6300,Rev C,4,2,5.873333333,
28/11/2021 22:03,TB218,6300,Rev C,4,2,1407.306667,
28/11/2021 23:17,TB219,6300,Rev A,4,2,5.12,
28/11/2021 23:17,TB220,6300,Rev A,4,2,1407.033333,
28/11/2021 23:22,TB221,6300,Rev C,4,1,4.72,
28/11/2021 23:22,TB222,6300,Rev C,4,2,1407.12,
29/11/2021 00:14,TB223,6300,Rev A,4,1,4.926666667,
29/11/2021 00:14,TB224,6300,Rev A,4,-3,1388.413333,
29/11/2021 00:14,TB225,6300,Rev C,4,2,5.806666667,
29/11/2021 00:14,TB226,6300,Rev C,4,2,1406.826667,
29/11/2021 01:15,TB227,6300,Rev A,4,3,6.34,
29/11/2021 01:15,TB228,6300,Rev A,4,1,1403.173333,
29/11/2021 03:40,TB229,6300,Rev C,4,3,6.186666667,
29/11/2021 03:40,TB230,6300,Rev C,4,-1,1397.58,
29/11/2021 05:46,TB231,6300,Rev A,4,1,4.62,
29/11/2021 05:46,TB232,6300,Rev A,4,-3,1387.413333,
29/11/2021 05:52,TB233,8400,Rev A,4,999,5.9,
29/11/2021 05:52,TB234,8400,Rev A,4,-1,1863.953333,
29/11/2021 05:58,TB235,4500,Rev A,4,1,4.84,
29/11/2021 05:58,TB236,4500,Rev A,4,-2,996.3533333,
29/11/2021 06:06,TB237,6300,Rev C,4,1,4.593333333,
29/11/2021 06:06,TB238,6300,Rev C,4,1,1401.273333,
29/11/2021 06:11,TB239,8400,Rev C,4,999,4.846666667,
29/11/2021 06:11,TB240,8400,Rev C,4,1,1869.6,
29/11/2021 06:43,TB241,6300,Rev A,4,1,4.86,
29/11/2021 06:43,TB242,6300,Rev A,4,1,1401.706667,
01/12/2021 02:30,TB243,6300,Rev A,3,999,3.706666667,
01/12/2021 02:30,TB244,6300,Rev A,3,1,1402.886667,
01/12/2021 02:30,TB245,6300,Rev A,4,2,5.673333333,
01/12/2021 02:30,TB246,6300,Rev A,4,-2,1392.94,
01/12/2021 02:37,TB247,8400,Rev A,3,999,7.146666667,
01/12/2021 02:37,TB248,8400,Rev A,3,-3,1852.48,
01/12/2021 02:41,TB249,8400,Rev A,4,999,4.44,
01/12/2021 02:41,TB250,8400,Rev A,4,-1,1866.06,
01/12/2021 04:29,TB251,8400,Rev A,3,999,6.066666667,
01/12/2021 04:29,TB252,8400,Rev A,3,-1,1860.673333,
05/12/2021 13:37,TB253,8400,Rev A,4,999,5.866666667,
05/12/2021 13:37,TB254,8400,Rev A,4,-1,1864.36,
05/12/2021 13:38,TB255,8400,Rev C,3,999,6.12,
05/12/2021 13:38,TB256,8400,Rev C,3,2,1879.46,
05/12/2021 13:43,TB257,8400,Rev C,4,999,4.626666667,
05/12/2021 13:43,TB258,8400,Rev C,4,2,1878.793333,
05/12/2021 13:48,TB259,8400,Rev A,3,999,6.653333333,
05/12/2021 13:48,TB260,8400,Rev A,3,1,1867.286667,
05/12/2021 15:06,TB261,4500,Rev A,4,1,4.453333333,
05/12/2021 15:06,TB262,4500,Rev A,4,-1,999.3266667,
05/12/2021 15:07,TB263,4500,Rev A,3,999,3.78,
05/12/2021 15:07,TB264,4500,Rev A,3,-4,992.8533333,
05/12/2021 16:08,TB265,4500,Rev A,3,3,5.933333333,
05/12/2021 16:08,TB266,4500,Rev A,3,-3,993.96,
05/12/2021 16:42,TB267,4500,Rev A,3,1,4.993333333,
05/12/2021 16:42,TB268,4500,Rev A,3,-2,997.06,
05/12/2021 17:45,TB269,4500,Rev C,3,1,4.44,
05/12/2021 17:45,TB270,4500,Rev C,3,1,1001.126667,
05/12/2021 17:47,TB271,4500,Rev C,4,1,5.106666667,
05/12/2021 17:47,TB272,4500,Rev C,4,-1,999.6266667,
05/12/2021 17:51,TB273,4500,Rev A,3,999,4.106666667,
05/12/2021 17:51,TB274,4500,Rev A,3,-1,997.9333333,
06/12/2021 14:31,TB275,6300,Rev A,3,999,3.553333333,
06/12/2021 14:31,TB276,6300,Rev A,3,1,1402.893333,
06/12/2021 14:32,TB277,6300,Rev A,4,2,5.673333333,
06/12/2021 14:32,TB278,6300,Rev A,4,1,1400.706667,
12/12/2021 11:59,TB279,6300,Rev A,4,999,3.7,
12/12/2021 11:59,TB280,6300,Rev A,4,2,1406.193333,
12/12/2021 12:12,TB281,8400,Rev A,4,999,5.18,
12/12/2021 12:12,TB282,8400,Rev A,4,-1,1862.26,
12/12/2021 16:33,TB283,4500,Rev A,3,1,4.686666667,
12/12/2021 16:33,TB284,4500,Rev A,3,-1,999.0666667,
12/12/2021 16:33,TB285,4500,Rev C,3,2,5.54,
12/12/2021 16:33,TB286,4500,Rev C,3,1,1001.386667,
12/12/2021 16:36,TB287,4500,Rev A,4,1,4.666666667,
12/12/2021 16:36,TB288,4500,Rev A,4,-1,999.1733333,
12/12/2021 16:44,TB289,4500,Rev C,4,1,5.04,
12/12/2021 16:44,TB290,4500,Rev C,4,-1,998.5333333,
13/12/2021 18:36,TB291,6300,Rev C,3,999,4.233333333,
13/12/2021 18:36,TB292,6300,Rev C,3,-2,1395.093333,
13/12/2021 18:36,TB293,6300,Rev A,4,3,6,
13/12/2021 18:36,TB294,6300,Rev A,4,-3,1391.086667,
13/12/2021 18:39,TB295,6300,Rev A,3,1,4.686666667,
13/12/2021 18:39,TB296,6300,Rev A,3,-2,1393.046667,
13/12/2021 18:46,TB297,6300,Rev C,4,2,5.273333333,
13/12/2021 18:46,TB298,6300,Rev C,4,-2,1393.72,
13/12/2021 19:29,TB299,6300,Rev A,4,2,5.426666667,
13/12/2021 19:29,TB300,6300,Rev A,4,-2,1393.24,
18/12/2021 06:33,TB301,4500,Rev A,3,1,4.9,
18/12/2021 06:33,TB302,4500,Rev A,3,-3,995.06,
18/12/2021 07:47,TB303,4500,Rev A,3,1,4.853333333,
18/12/2021 07:47,TB304,4500,Rev A,3,-4,992.66,
18/12/2021 09:52,TB305,4500,Rev A,3,2,5.253333333,
18/12/2021 09:52,TB306,4500,Rev A,3,-1,999.46,
18/12/2021 09:52,TB307,4500,Rev C,3,3,5.893333333,
18/12/2021 09:52,TB308,4500,Rev C,3,1,1001.7,
20/12/2021 17:33,TB309,4500,Rev A,3,2,5.66,
20/12/2021 17:33,TB310,4500,Rev A,3,1,1001.893333,
20/12/2021 17:37,TB311,4500,Rev C,3,1,4.586666667,
20/12/2021 17:37,TB312,4500,Rev C,3,3,1006.113333,
20/12/2021 17:43,TB313,4500,Rev A,4,1,4.88,
20/12/2021 17:43,TB314,4500,Rev A,4,3,1004.973333,
20/12/2021 17:45,TB315,4500,Rev C,4,2,5.26,
20/12/2021 17:45,TB316,4500,Rev C,4,1,1000.413333,
20/12/2021 18:44,TB317,4500,Rev C,3,999,4.313333333,
20/12/2021 18:44,TB318,4500,Rev C,3,2,1003.873333,
20/12/2021 18:44,TB319,4500,Rev A,4,3,6.126666667,
20/12/2021 18:44,TB320,4500,Rev A,4,-2,996.7466667,
23/12/2021 10:54,TB321,6300,Rev A,3,1,4.34,
23/12/2021 10:54,TB322,6300,Rev A,3,1,1401.18,
23/12/2021 10:54,TB323,6300,Rev A,4,2,5.28,
23/12/2021 10:54,TB324,6300,Rev A,4,-1,1398.3,
23/12/2021 11:02,TB325,8400,Rev A,3,999,6.626666667,
23/12/2021 11:02,TB326,8400,Rev A,3,-1,1865.026667,
23/12/2021 11:19,TB327,8400,Rev A,4,999,6.66,
23/12/2021 11:19,TB328,8400,Rev A,4,-1,1865.866667,
23/12/2021 12:34,TB329,4500,Rev A,3,999,4.053333333,
23/12/2021 12:34,TB330,4500,Rev A,3,3,1004.473333,
23/12/2021 12:35,TB331,4500,Rev A,4,999,4.1,
23/12/2021 12:35,TB332,4500,Rev A,4,-2,996.0066667,
23/12/2021 23:27,TB333,4500,Rev A,4,2,5.28,
23/12/2021 23:27,TB334,4500,Rev A,4,-1,999.0933333,
24/12/2021 04:38,TB335,4500,Rev A,3,999,4.213333333,
24/12/2021 04:38,TB336,4500,Rev A,3,2,1004.24,
24/12/2021 05:38,TB337,4500,Rev A,4,1,5.086666667,
24/12/2021 05:38,TB338,4500,Rev A,4,-1,998.9933333,
24/12/2021 20:02,TB339,4500,Rev A,4,2,5.54,
24/12/2021 20:02,TB340,4500,Rev A,4,-4,991.28,
24/12/2021 21:03,TB341,4500,Rev A,4,2,5.826666667,
24/12/2021 21:03,TB342,4500,Rev A,4,-3,993.8533333,
24/12/2021 23:28,TB343,4500,Rev A,4,1,4.926666667,
24/12/2021 23:28,TB344,4500,Rev A,4,-3,995.1066667,
24/12/2021 23:28,TB345,4500,Rev C,4,2,5.553333333,
24/12/2021 23:28,TB346,4500,Rev C,4,-2,996.32,
25/12/2021 00:14,TB347,4500,Rev A,4,2,5.293333333,
25/12/2021 00:14,TB348,4500,Rev A,4,-2,995.6733333,
16/11/2021 21:46,TB349,4500,Rev A,3,999,3.766666667,
16/11/2021 21:46,TB350,4500,Rev A,3,-2,996.4533333,
20/11/2021 23:27,TB351,8400,Rev A,3,2,8.76,
20/11/2021 23:27,TB352,8400,Rev A,3,2,1879.913333,
20/11/2021 23:31,TB353,8400,Rev A,4,999,6.206666667,
20/11/2021 23:31,TB354,8400,Rev A,4,2,1876.62,
28/11/2021 21:25,TB355,6300,Rev A,3,2,5.193333333,
28/11/2021 21:25,TB356,6300,Rev A,3,-2,1392.033333,
28/11/2021 21:26,TB357,6300,Rev A,4,2,5.746666667,
28/11/2021 21:26,TB358,6300,Rev A,4,1,1400.226667,
28/11/2021 23:00,TB359,6300,Rev C,3,2,5.286666667,
28/11/2021 23:00,TB360,6300,Rev C,3,-2,1394.08,
28/11/2021 23:00,TB361,6300,Rev C,4,3,6.166666667,
28/11/2021 23:00,TB362,6300,Rev C,4,2,1404.793333,
06/12/2021 21:13,TB363,8400,Rev A,3,1,7.973333333,
06/12/2021 21:13,TB364,8400,Rev A,3,1,1871.393333,
07/12/2021 02:52,TB365,8400,Rev C,3,3,9.68,
07/12/2021 02:52,TB366,8400,Rev C,3,1,1868.806667,
07/12/2021 02:56,TB367,8400,Rev C,4,999,7.093333333,
07/12/2021 02:56,TB368,8400,Rev C,4,1,1871.76,
07/12/2021 03:02,TB369,8400,Rev A,4,999,6.546666667,
07/12/2021 03:02,TB370,8400,Rev A,4,2,1874.246667,
08/12/2021 05:58,TB371,6300,Rev A,4,1,5.053333333,
08/12/2021 05:58,TB372,6300,Rev A,4,-1,1396.886667,
08/12/2021 06:48,TB373,6300,Rev A,3,999,4.206666667,
08/12/2021 06:48,TB374,6300,Rev A,3,-2,1393.36,
13/12/2021 21:26,TB375,6300,Rev A,3,1,4.76,
13/12/2021 21:26,TB376,6300,Rev A,3,-1,1395.886667,
13/12/2021 21:29,TB377,6300,Rev A,4,1,4.82,
13/12/2021 21:29,TB378,6300,Rev A,4,-1,1399.58,
13/12/2021 21:36,TB379,8400,Rev A,3,3,9.766666667,
13/12/2021 21:36,TB380,8400,Rev A,3,1,1869.373333,
13/12/2021 21:41,TB381,8400,Rev A,4,1,7.433333333,
13/12/2021 21:41,TB382,8400,Rev A,4,2,1874.42,
14/12/2021 21:33,TB383,6300,Rev C,3,1,4.553333333,
14/12/2021 21:33,TB384,6300,Rev C,3,-1,1397.453333,
14/12/2021 21:37,TB385,6300,Rev C,4,1,4.953333333,
14/12/2021 21:37,TB386,6300,Rev C,4,1,1400.586667,
22/12/2021 01:48,TB387,5970,Rev A,3,3,6.06,
22/12/2021 01:48,TB388,5970,Rev A,3,-4,1305.346667,
22/12/2021 01:56,TB389,8400,Rev A,4,999,6.253333333,
22/12/2021 01:56,TB390,8400,Rev A,4,-1,1862.08,
22/12/2021 02:02,TB391,6300,Rev C,3,1,4.353333333,
22/12/2021 02:02,TB392,6300,Rev C,3,-3,1388.586667,
22/12/2021 02:02,TB393,6300,Rev A,4,1,4.706666667,
22/12/2021 02:02,TB394,6300,Rev A,4,-3,1389.38,
22/12/2021 02:07,TB395,6300,Rev C,4,999,4.28,
22/12/2021 02:07,TB396,6300,Rev C,4,-3,1389.9,
22/12/2021 02:13,TB397,8400,Rev C,3,3,10.04666667,
22/12/2021 02:13,TB398,8400,Rev C,3,-2,1859.353333,
22/12/2021 02:14,TB399,8400,Rev A,3,1,8.44,
22/12/2021 02:14,TB400,8400,Rev A,3,-1,1864.433333,
22/12/2021 02:21,TB401,5970,Rev A,4,4,7.073333333,
22/12/2021 02:21,TB402,5970,Rev A,4,-4,1305.3,
22/12/2021 02:29,TB403,6300,Rev A,3,2,5.126666667,
22/12/2021 02:29,TB404,6300,Rev A,3,-3,1388.713333,
22/12/2021 02:35,TB405,8400,Rev C,4,999,7,
22/12/2021 02:35,TB406,8400,Rev C,4,-1,1865.613333,
22/12/2021 03:02,TB407,5970,Rev A,3,3,6.126666667,
22/12/2021 03:02,TB408,5970,Rev A,3,-2,1316.133333,
22/12/2021 03:10,TB409,6300,Rev C,4,1,4.366666667,
22/12/2021 03:10,TB410,6300,Rev C,4,1,1401.713333,
22/12/2021 03:16,TB411,5970,Rev A,4,1,4.373333333,
22/12/2021 03:16,TB412,5970,Rev A,4,-2,1316.773333,
22/12/2021 03:23,TB413,6300,Rev C,3,2,5.113333333,
22/12/2021 03:23,TB414,6300,Rev C,3,-1,1398.953333,
22/12/2021 03:23,TB415,6300,Rev A,4,1,5.1,
22/12/2021 03:23,TB416,6300,Rev A,4,-1,1399.986667,
22/12/2021 04:04,TB417,6300,Rev A,3,1,4.486666667,
22/12/2021 04:04,TB418,6300,Rev A,3,-1,1399.686667,
22/12/2021 16:30,TB419,8400,Rev A,3,3,9.813333333,
22/12/2021 16:30,TB420,8400,Rev A,3,1,1868.373333,
22/12/2021 16:37,TB421,6300,Rev A,3,999,4.233333333,
22/12/2021 16:37,TB422,6300,Rev A,3,1,1402.16,
22/12/2021 21:04,TB423,8400,Rev A,4,999,6.753333333,
22/12/2021 21:04,TB424,8400,Rev A,4,1,1872.206667,
23/12/2021 18:03,TB425,6300,Rev A,4,4,7.753333333,
23/12/2021 18:03,TB426,6300,Rev A,4,2,1406.34,
23/12/2021 18:09,TB427,8400,Rev A,4,999,5.866666667,
23/12/2021 18:09,TB428,8400,Rev A,4,2,1878.493333,
23/12/2021 18:44,TB429,8400,Rev C,3,2,9.54,
23/12/2021 18:44,TB430,8400,Rev C,3,2,1877.486667,
23/12/2021 18:56,TB431,8400,Rev C,4,1,7.813333333,
23/12/2021 18:56,TB432,8400,Rev C,4,2,1877.14,
24/12/2021 02:24,TB433,6300,Rev A,4,1,4.48,
24/12/2021 02:24,TB434,6300,Rev A,4,1,1402.24,
24/12/2021 02:30,TB435,6300,Rev C,4,999,4.1,
24/12/2021 02:30,TB436,6300,Rev C,4,2,1405.933333,
24/12/2021 02:35,TB437,8400,Rev A,4,999,6.2,
24/12/2021 02:35,TB438,8400,Rev A,4,1,1870.5,
24/12/2021 02:36,TB439,8400,Rev C,4,999,5.446666667,
24/12/2021 02:36,TB440,8400,Rev C,4,2,1876.02,
16/11/2021 00:02,TB441,8400,Rev A,3,3,10.34666667,
16/11/2021 00:02,TB442,8400,Rev A,3,1,1869.66,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
